95, -90, -45
95, -90, -40
94, -90, -35
91, -90, -30
96, -90, -25
91, -90, -20
97, -90, -15
93, -90, -10
94, -90, -5
98, -90, 0
91, -90, 5
91, -90, 10
93, -90, 15
99, -90, 20
94, -90, 25
96, -90, 30
97, -90, 35
99, -90, 40
97, -90, 45
92, -90, 50
92, -90, 55
93, -90, 60
93, -90, 65
98, -90, 70
96, -90, 75
98, -90, 80
99, -90, 85

93, -85, -45
97, -85, -40
93, -85, -35
90, -85, -30
97, -85, -25
96, -85, -20
99, -85, -15
95, -85, -10
91, -85, -5
95, -85, 0
97, -85, 5
93, -85, 10
94, -85, 15
97, -85, 20
91, -85, 25
90, -85, 30
90, -85, 35
97, -85, 40
95, -85, 45
96, -85, 50
91, -85, 55
96, -85, 60
91, -85, 65
90, -85, 70
98, -85, 75
98, -85, 80
95, -85, 85

97, -80, -45
95, -80, -40
94, -80, -35
90, -80, -30
97, -80, -25
90, -80, -20
92, -80, -15
93, -80, -10
91, -80, -5
93, -80, 0
99, -80, 5
98, -80, 10
94, -80, 15
90, -80, 20
91, -80, 25
94, -80, 30
94, -80, 35
92, -80, 40
93, -80, 45
91, -80, 50
98, -80, 55
96, -80, 60
96, -80, 65
98, -80, 70
96, -80, 75
90, -80, 80
91, -80, 85

99, -75, -45
94, -75, -40
93, -75, -35
97, -75, -30
99, -75, -25
97, -75, -20
91, -75, -15
92, -75, -10
97, -75, -5
96, -75, 0
99, -75, 5
95, -75, 10
95, -75, 15
96, -75, 20
92, -75, 25
92, -75, 30
94, -75, 35
94, -75, 40
94, -75, 45
99, -75, 50
90, -75, 55
93, -75, 60
95, -75, 65
99, -75, 70
97, -75, 75
90, -75, 80
98, -75, 85

96, -70, -45
98, -70, -40
98, -70, -35
98, -70, -30
93, -70, -25
91, -70, -20
95, -70, -15
90, -70, -10
91, -70, -5
92, -70, 0
93, -70, 5
94, -70, 10
97, -70, 15
99, -70, 20
97, -70, 25
91, -70, 30
93, -70, 35
96, -70, 40
98, -70, 45
98, -70, 50
91, -70, 55
91, -70, 60
94, -70, 65
94, -70, 70
96, -70, 75
94, -70, 80
93, -70, 85

91, -65, -45
92, -65, -40
90, -65, -35
93, -65, -30
99, -65, -25
90, -65, -20
97, -65, -15
95, -65, -10
94, -65, -5
94, -65, 0
98, -65, 5
90, -65, 10
99, -65, 15
96, -65, 20
92, -65, 25
98, -65, 30
95, -65, 35
96, -65, 40
99, -65, 45
92, -65, 50
93, -65, 55
90, -65, 60
99, -65, 65
97, -65, 70
93, -65, 75
90, -65, 80
99, -65, 85

92, -60, -45
97, -60, -40
95, -60, -35
91, -60, -30
91, -60, -25
100, -60, -20
98, -60, -15
96, -60, -10
93, -60, -5
99, -60, 0
91, -60, 5
93, -60, 10
93, -60, 15
95, -60, 20
91, -60, 25
96, -60, 30
90, -60, 35
93, -60, 40
91, -60, 45
92, -60, 50
94, -60, 55
90, -60, 60
94, -60, 65
94, -60, 70
94, -60, 75
96, -60, 80
92, -60, 85

98, -55, -45
91, -55, -40
99, -55, -35
93, -55, -30
97, -55, -25
98, -55, -20
94, -55, -15
93, -55, -10
91, -55, -5
91, -55, 0
99, -55, 5
92, -55, 10
92, -55, 15
90, -55, 20
92, -55, 25
98, -55, 30
91, -55, 35
90, -55, 40
99, -55, 45
95, -55, 50
90, -55, 55
94, -55, 60
92, -55, 65
99, -55, 70
93, -55, 75
99, -55, 80
91, -55, 85

96, -50, -45
94, -50, -40
99, -50, -35
98, -50, -30
90, -50, -25
91, -50, -20
92, -50, -15
90, -50, -10
93, -50, -5
90, -50, 0
94, -50, 5
94, -50, 10
90, -50, 15
98, -50, 20
96, -50, 25
90, -50, 30
97, -50, 35
99, -50, 40
95, -50, 45
98, -50, 50
94, -50, 55
96, -50, 60
94, -50, 65
94, -50, 70
92, -50, 75
92, -50, 80
97, -50, 85

92, -45, -45
98, -45, -40
96, -45, -35
96, -45, -30
96, -45, -25
96, -45, -20
99, -45, -15
92, -45, -10
92, -45, -5
